	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC411201	3696.41892016507	-1.27719945678943	0.252386937168121	24.0757504781783	9.26193443250281e-07	3.75664319929445e-06
LOC411202	751.172839088153	-2.75809942316329	0.355184213833431	50.3512196745377	1.28550180506034e-12	1.24969756015429e-11
LOC411204	6666.32586960724	-0.589017424676467	0.135296112361758	18.5499768848977	1.65507235701732e-05	5.43775970318025e-05
LOC411209	6193.02877323991	-0.764569246015086	0.250975394607843	9.00142987258477	0.00269768457584042	0.00594085307199521
LOC411212	5923.87592456734	-1.77997743727325	0.295962981526252	32.7323583899815	1.05761836969023e-08	5.81389073433128e-08
LOC411213	833.792163314102	-1.29625920564846	0.180723342245372	48.5935048673567	3.14910447207743e-12	2.93342625582261e-11
LOC411214	726.895652549553	-0.651341906944056	0.168000268053575	14.7115361729429	0.000125277476053935	0.000354769157505619
LOC411215	342.446605950692	-0.934326593624561	0.175662216596142	27.3814262527259	1.67027821829282e-07	7.68367764731134e-07
LOC411217	156.208916479288	1.09861230431133	0.318819490998587	11.927744507627	0.000553040928530195	0.00140417140223661
LOC411219	6600.58517051997	-0.605068836338412	0.174173968432557	11.8021835229293	0.000591612934662754	0.00149294657815157
LOC411220	3544.09540549515	-1.47503019475318	0.324534029674669	19.1447052416144	1.21173169033298e-05	4.09016802434563e-05
LOC411226	438.748922971398	0.458365534638197	0.200279266282447	5.2779349930682	0.0215973481789135	0.0387235139559415
LOC411230	2123.90222533491	0.53624642714359	0.17824932641156	9.12408097872844	0.00252266580686913	0.00560656911584187
LOC411231	538.281691410362	1.46014494058242	0.19856052519467	53.9270907168629	2.08068969745292e-13	2.26182290938879e-12
LOC411233	2410.35702236167	0.507253677830381	0.14229300316695	12.8085564131493	0.000345037699023166	0.000909323931026164
LOC411234	4405.04772462417	-0.257295422753164	0.100207286083115	6.54017657566513	0.0105464880527717	0.0203653896943041
LOC411238	3746.48235450592	-1.09166827784819	0.185933629360504	32.8355843323845	1.00292048996994e-08	5.54212810575662e-08
LOC411239	1341.86780681412	0.549016898177595	0.152363272491426	13.086337363112	0.000297457389974366	0.00079167116100665
LOC411240	3588.30034431587	0.548372358203607	0.164512299772624	11.2016296990262	0.000817255250236974	0.00200303592211211
LOC411245	3252.52679450853	-0.671436940387762	0.134649145285371	24.2674518444891	8.38439445966165e-07	3.42831203241211e-06
LOC411248	10021.4423201611	-1.48151781595836	0.263266062648671	29.3260631642493	6.11674329159211e-08	3.00469780682363e-07
LOC411250	15721.3270479728	-1.03666805975862	0.156987490054206	41.6384825065303	1.09810390988384e-10	8.08438888674328e-10
LOC411252	6769.6504107805	-0.546672542317747	0.244081670782111	4.91953828750437	0.0265546128120959	0.0465403211393715
LOC411253	17003.2015260643	-2.63452008016875	0.442183641016848	29.7538506901924	4.9053099171616e-08	2.45329008718466e-07
LOC411260	2162.09155831864	-0.861211009751104	0.18113607817063	21.8255129548324	2.98603090644271e-06	1.11404140836633e-05
LOC411261	675.162776460413	1.29619522941415	0.25407623349338	26.0467727183946	3.33245422313294e-07	1.46219157658707e-06
LOC411264	1767.12586429056	0.68257274544262	0.217046100939985	9.96782126590799	0.00159299887169588	0.00367502905140591
LOC411265	2694.49313731121	-0.60533045314873	0.0913893922009525	42.9780364929804	5.5357864919975e-11	4.21476306631189e-10
LOC411268	321.533371130698	0.643418729297012	0.242597315065571	7.07617369384209	0.00781156370728607	0.0154900606158672
LOC411269	3076.17655367207	-0.541273455948903	0.197285213572995	7.38230321005815	0.0065868761961576	0.0132676379908003
LOC411272	5436.8400137683	-0.908826763703945	0.323349672615351	7.60125433885904	0.005832770839951	0.0119386822781361
LOC411273	3230.59424902149	-1.167494228523	0.261977203249125	18.8077344107711	1.44579627346812e-05	4.800540749842e-05
LOC411276	1545.31125223717	-0.913734566106843	0.134779939115647	44.3875450025628	2.6939557359892e-11	2.16337900683595e-10
LOC411279	1986.48280533248	-0.650721392815023	0.154512458203407	17.3352729281148	3.13316872041468e-05	9.89026399677617e-05
LOC411280	1182.33874819355	0.374034197615346	0.129054763178729	8.45069052127293	0.00364904866765632	0.00781755887609565
LOC411282	33846.7533955677	-1.00503101744138	0.227239826377258	18.7102955302173	1.52158714283595e-05	5.02913628385141e-05
LOC411285	1978.87995031268	-2.24918549220963	0.263454411341402	63.5980046648262	1.52583647724103e-15	2.148407423848e-14
LOC411288	60988.0986438265	-1.39244561471365	0.145080172846542	85.8590136624945	1.93232608427223e-20	4.48733360010953e-19
LOC411290	2651.0155645055	1.44865738756558	0.221073506131734	42.7875933564232	6.10179216663951e-11	4.61434295287537e-10
LOC411291	4212.4876451854	3.29629989527977	0.224261875614461	194.496260308501	3.31858703282485e-44	6.20254621554425e-42
LOC411296	414.069587462178	-1.90639700880657	0.183332695404544	99.7733795907652	1.70871582333393e-23	5.42482163309412e-22
LOC411298	759.578772106759	1.46954623409467	0.177112092020511	68.7061747995775	1.1428253109399e-16	1.79932876401787e-15
LOC411301	1558.21967558613	-1.20544674053085	0.459382337975879	6.50723326282929	0.0107436542311551	0.0206909531711194
LOC411304	1248.41102226689	0.807476348191807	0.0834539631577556	94.2676258783024	2.75621503304374e-22	7.96484284361868e-21
LOC411305	750.516461165443	0.633074146886747	0.188016836172484	11.4345048251637	0.000720926848996095	0.00178735565386537
LOC411306	11698.291109821	1.44145613921666	0.211035910956535	46.4699168277645	9.3035881217291e-12	8.00965669796410e-11
LOC411307	1765.72130427559	-1.25429295764973	0.194320543835469	39.3216709896632	3.59429924075548e-10	2.47038787674226e-09
LOC411315	4297.61976001233	-2.58230515301088	0.263341627118434	81.1767733038262	2.06403651791905e-19	4.29408530873356e-18
LOC411316	1553.49974527539	-2.5820184675982	0.397390910612993	35.6796039820553	2.32586398624024e-09	1.40742098551185e-08
LOC411317	2593.73635578466	5.30601476976232	0.64160985912864	51.9602676155678	5.6635125098843e-13	5.80785689951675e-12
LOC411320	1217.91134746552	0.567068792112883	0.123637882066178	21.1902424002149	4.15876413700659e-06	1.51451159081183e-05
LOC411327	587.921574848211	-1.00385428515287	0.133034772188289	55.0327944961712	1.18535431045746e-13	1.32585769783601e-12
LOC411335	1466.83927520336	1.62771839166423	0.207329212611276	61.0675984588547	5.51483402137702e-15	7.27857592707482e-14
LOC411336	849.073177603365	-1.201122786578	0.174207908532457	45.2502240310404	1.73400702100054e-11	1.42609463160783e-10
LOC411338	735.959825929886	0.79914187794577	0.216759516613864	13.7010586790999	0.000214333628911189	0.000583522480708107
LOC411343	1153.02452365435	-0.613255516693651	0.21041060214863	8.30422341956302	0.00395529912425554	0.00840836658445664
LOC411345	4237.16678799131	-1.60406718612171	0.305972627139121	25.2200255204075	5.1148340963566e-07	2.16711873888776e-06
LOC411347	40900.6934781922	-1.27773445157682	0.155039260657764	63.8237327120077	1.36064510532332e-15	1.92988439173643e-14
LOC411348	7775.89764690529	-0.550992475625809	0.137468991277904	15.7532007959488	7.21657337636791e-05	0.000213167607151036
LOC411349	3813.22052784968	-0.386886660748701	0.164254222550625	5.4796782972299	0.0192387993686762	0.0349434493862413
LOC411351	4014.98331279824	0.436587161410022	0.141836406291574	9.54137024749406	0.00200891710688622	0.0045511889412703
LOC411353	264.777838413323	1.1417482040011	0.133426133967226	74.0500790903733	7.61601874916172e-18	1.34945604381171e-16
LOC411361	16730.8243938822	-0.392110398778894	0.128897588789599	9.13522288328903	0.0025073491364678	0.00557511785854117
LOC411362	3761.29103300412	0.633853981688563	0.151884479454159	17.558033843734	2.78670899845038e-05	8.85207891284073e-05
LOC411365	8933.24491453801	-1.30732924602861	0.107064454849861	140.03552665538	2.61483862637756e-32	1.84760670746727e-30
LOC411372	855.812868642117	0.876184455840444	0.164263341330216	28.6327304296763	8.74907804741934e-08	4.19463452269323e-07
LOC411387	2403.22571269738	3.06206803128176	0.5377653245917	29.6216022896444	5.2516389054658e-08	2.61296657949926e-07
LOC411391	760.385505477861	-0.785057059396349	0.118003202948047	43.1574800039063	5.05064382435528e-11	3.87082411617916e-10
LOC411392	8311.94593388281	-0.818398909861561	0.196464111587711	16.7848128171856	4.18670421098327e-05	0.000128893539842917
LOC411396	59118.834397576	-1.53902486145258	0.42931949873757	11.8463922488729	0.000577731651816478	0.00146077992172144
LOC411403	776.603889592725	0.758564420076242	0.211601919989335	12.945740926629	0.000320650164876571	0.000849884288789959
LOC411404	3614.98695946455	0.674029267393519	0.0787475320035588	73.8390971380912	8.47512285509048e-18	1.4902841220757e-16
LOC411405	504.948400989839	3.36671138604254	0.269690767150061	142.222036746414	8.69624964993402e-33	6.50142844796357e-31
LOC411407	1220.24386423042	1.16466505584094	0.130205246743026	80.3222928834764	3.18060404442201e-19	6.47747621559969e-18
