ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
3131	100,172,182,254	10,21,39,24	64,132,60,135,92	36,46,20,58,28	298	149
3132	100,172,174,246	0,0,0,0	66,130,63,135,92	53,31,20,50,60	298	149
3133	314,594,793,563	0,0,12,0	513,791,566,969,670	0,0,0,0,0	233	149
3134	304,573,754,539	0,0,0,0	534,778,566,961,700	8,0,0,0,0	233	149
3135	544,1212,293,999	0,0,0,0	250,464,344,294,277	0,8,0,0,4	298	149
3136	478,1109,227,875	2,0,0,0	252,397,406,422,376	0,3,2,0,0	298	149
3137	678,1650,369,1396	0,4,0,0	420,616,667,492,518	0,0,0,0,0	298	149
3138	335,545,741,619	0,0,1,0	426,718,446,773,602	0,0,0,0,0	298	149
3139	752,1647,2462,1497	0,3,2,2	873,1540,1006,1327,1218	0,0,0,0,0	233	149
3140	6,0,6,9	0,0,0,0	8,3,10,12,6	0,0,0,1,0	298	149
3141	2,25,86,42	0,0,8,0	6,0,4,5,2	2,0,0,0,0	298	149
3142	14,22,94,21	0,4,2,6	2,8,0,9,20	2,0,0,0,0	237	149
3143	14,2,46,24	0,1,0,0	2,4,6,13,10	2,2,0,0,0	210	149
3144	208,594,704,674	0,0,2,0	217,343,177,309,203	0,0,0,0,0	298	149
3145	0,8,112,4	1,0,0,0	2,0,2,10,0	0,0,0,0,0	298	149
3146	0,0,62,4	1,0,0,0	0,0,2,6,0	0,0,0,0,0	298	149
3147	0,0,11,0	0,0,3,0	0,0,0,0,0	0,2,1,0,0	298	149
3148	401,304,524,855	17,17,12,48	375,402,387,400,403	4,0,6,14,13	256	149
3149	150,183,241,353	16,40,9,43	172,196,175,162,135	6,22,11,19,22	256	149
3150	266,216,258,561	16,40,9,43	245,215,244,260,256	6,22,11,19,22	298	149
3151	510,329,558,1041	10,9,26,26	446,432,453,502,512	2,11,1,18,0	298	149
