ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
330	0,5,0,0,2	0,0,0,0,0	32,16,25	2,0,12	1445	149
331	200,1117,1050,958,1000	30,229,212,114,173	3043,5015,3452	203,309,255	218	149
332	0,0,0,2,0	0,0,0,0,0	30,16,6	0,0,2	209	149
334	29,189,171,370,203	5,46,91,159,67	22,51,7	14,11,9	223	149
335	6,349,239,368,167	0,56,28,39,30	45,19,40	0,0,0	1500	149
336	1,13,20,1,7	23,353,296,206,312	18,5,8	197,97,85	221	149
337	108,934,567,776,491	25,180,205,235,136	316,296,346	83,146,163	254	149
338	106,861,520,746,438	57,530,464,656,420	297,279,320	170,267,242	251	149
339	9,187,34,34,21	0,4,1,0,0	86,4,42	6,2,6	242	149
340	2,0,14,0,6	0,0,0,0,0	0,1,0	8,0,0	233	149
343	620,2698,2426,4445,5885	32,123,211,262,403	741,547,838	110,71,114	308	149
344	10,11,4,10,4	0,0,0,0,2	2,21,46	0,7,2	226	149
345	1248,9925,5506,6714,4361	14,41,18,34,16	5277,3282,5000	235,337,316	4096	149
346	162,1445,996,1037,746	9,113,43,42,45	393,459,647	3,19,16	219	149
347	189,848,424,385,337	4,53,12,17,4	3324,1001,1503	731,291,382	243	149
348	189,849,427,389,337	1,81,42,24,50	3330,1008,1513	840,553,814	248	149
349	0,25,4,6,7	98,740,370,398,215	46,19,32	515,470,576	230	149
350	0,35,4,22,10	2,18,10,21,6	136,75,4	348,142,2	248	149
351	2,4,6,3,4	1,9,34,53,6	4,8,5	0,0,3	224	149
352	0,0,0,0,0	0,0,2,0,0	0,0,1	0,2,3	243	149
353	38,1163,1228,1582,878	0,53,71,86,65	338,226,282	35,41,84	257	149
354	293,2015,306,1415,226	10,55,11,75,12	708,267,1034	31,13,53	233	149
355	66,387,452,321,257	3,47,74,77,132	1554,1351,1283	74,115,95	944	149
356	176,680,709,645,454	2,169,169,79,195	2708,2174,2397	174,119,140	522	149
357	4,8,26,10,16	2,0,17,2,1	2,6,28	4,4,6	282	149
358	0,6,26,32,5	0,0,0,0,0	5527,1892,1855	16,7,18	326	149
359	8,72,74,76,69	0,21,0,6,0	39,6,5	4,0,0	316	149
360	32,60,135,60,90	0,5,21,20,12	934,785,846	80,77,108	234	149
361	71,1294,368,520,332	13,134,222,123,92	4878,1423,3294	263,175,240	966	149
