ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16465	42,320,487,504,483	0,0,0,0,0	154,102,120	2,0,2	265	149
16466	136,805,1457,937,956	2,113,56,70,41	234,182,115	190,138,254	2012	149
16467	122,792,1459,937,953	17,25,21,27,12	234,182,115	16,1,14	2012	149
16468	122,792,1456,935,953	0,60,84,51,51	234,182,115	2,21,2	2012	149
16469	122,793,1453,935,949	6,32,51,60,37	234,182,115	65,17,22	2012	149
16470	71,487,556,412,439	0,0,0,0,0	447,309,462	0,0,4	248	149
16471	2,4,5,0,8	146,683,715,777,576	28,9,16	1424,1090,1413	188	149
16472	0,10,32,17,10	146,683,715,777,576	14,19,17	1424,1090,1413	155	149
16473	12,83,21,31,10	0,2,0,0,0	286,41,213	2,0,4	288	149
16474	30,224,54,63,11	0,0,0,0,0	222,70,291	59,22,66	355	149
16475	1364,11564,2165,7363,1799	0,11,3,13,1	226,141,171	0,0,0	311	149
16476	107,1101,1183,951,952	0,2,0,0,0	411,634,602	0,2,2	237	149
16477	41,651,639,537,505	0,0,2,0,0	317,494,456	0,0,0	237	149
16478	63,1192,768,817,486	0,0,0,0,0	856,715,1314	0,0,2	298	149
16479	30,180,96,126,42	0,0,0,0,0	10205,3992,5639	5,0,2	239	149
16480	40,242,167,246,91	0,0,0,0,0	11957,7134,8383	0,0,6	212	149
16481	113,490,106,196,51	2,2,0,4,0	2158,232,899	0,0,0	419	149
16482	17,38,28,27,6	11,20,18,24,13	0,13,26	0,0,1	345	149
16483	0,6,0,0,0	521,4320,3312,3444,2701	0,0,0	4177,3188,4605	170	149
16484	164,1444,742,841,701	0,0,0,0,0	991,690,1368	8,0,13	216	149
16485	627,4944,3811,3383,3080	0,0,4,0,0	3014,3295,4993	14,14,0	234	149
16486	2,7,65,0,2	422,3184,2394,2052,1992	8,26,6	2154,2185,3357	182	149
16487	337,2480,1878,2185,1270	0,1,8,0,1	1004,894,1705	0,0,0	204	149
16488	154,954,788,903,619	0,1,8,0,1	864,862,1464	0,0,0	198	149
16489	245,2691,1525,1900,1256	6,11,0,1,0	1384,934,1681	75,65,145	266	149
16490	189,1719,1301,1583,1109	0,0,0,0,0	1025,793,1288	2,4,0	266	149
16491	77,983,229,380,170	2,0,0,2,0	362,131,351	4,0,0	266	149
16492	17,145,22,88,25	0,0,0,0,0	97,114,236	2,4,0	200	149
16493	2,7,0,0,0	0,0,0,0,0	26,21,54	5,7,12	200	149
16494	73,1048,232,383,161	0,0,0,0,0	348,158,442	3,0,0	200	149
16495	37,243,35,109,28	0,0,0,0,0	246,35,155	5,7,12	244	149
16496	106,1018,209,306,147	0,11,2,3,3	645,161,570	16,22,37	244	149
16497	55,730,171,186,121	0,0,0,0,2	402,116,409	8,0,0	244	149
16498	53,440,65,280,65	0,0,0,0,2	239,89,413	8,0,0	273	149
16499	104,718,102,401,105	0,4,1,0,18	462,112,541	0,0,10	273	149
16500	320,3159,2040,3104,1967	0,0,4,0,0	1285,1574,1831	0,0,0	240	149
16501	0,23,43,26,20	13,368,200,246,137	35,62,113	96,104,193	297	149
16502	107,708,842,581,691	0,0,0,0,0	7923,7434,10044	0,2,1	247	149
16503	41,327,243,117,100	0,0,0,0,0	1747,1401,2819	0,0,2	225	149
16504	20,451,443,271,282	0,0,0,0,0	3289,2395,4938	0,8,4	270	149
16505	32,127,269,80,154	0,0,0,0,2	1948,911,1969	0,0,0	326	149
16506	0,12,24,9,0	0,0,0,0,0	263,46,37	0,0,1	365	149
16507	8,82,0,1,41	0,4,0,0,0	4,4,0	0,0,0	253	149
16508	0,61,60,4,21	22,184,166,103,72	102,188,194	73,219,173	181	149
16509	77,659,916,411,245	0,0,0,0,0	648,1114,1161	0,2,0	322	149
16510	27,472,501,259,190	0,0,0,0,0	371,681,738	0,2,0	253	149
16511	39,317,335,241,184	0,0,0,2,2	333,537,530	6,0,4	201	149
16512	82,521,128,174,126	0,0,0,0,0	869,285,679	0,0,4	287	149
16513	134,842,732,827,617	0,0,0,0,0	1307,1016,1826	24,20,34	266	149
16517	6,18,23,6,5	0,0,0,0,0	122,49,99	0,0,7	403	149
16518	192,1712,2986,1714,1706	10,145,295,159,171	163,268,282	248,201,250	1021	149
16519	10,47,102,74,42	18,101,192,118,85	2,0,0	48,52,62	365	149
16520	8,36,79,64,44	0,14,25,8,16	2,0,0	149,161,122	365	149
16521	40,268,517,295,291	0,14,25,8,16	140,162,150	149,161,122	287	149
16522	24,184,362,190,214	0,0,14,4,10	92,112,88	0,0,0	287	149
16523	52,335,618,388,370	0,0,0,0,0	731,612,482	0,2,0	344	149
16524	30,458,710,647,689	0,0,0,0,0	506,598,407	0,2,0	209	149
16525	32,250,257,323,285	0,0,0,0,0	1760,1944,1389	4,0,0	425	149
16526	0,10,19,19,84	80,882,886,1754,936	1,7,2	105,142,135	194	149
16527	0,10,17,19,74	6,63,78,67,67	1,4,0	0,0,20	194	149
16528	2,11,21,19,74	2,13,10,22,24	1,2,0	0,0,0	194	149
16529	5,10,17,19,133	107,457,504,681,750	1,6,2	5,0,0	194	149
16530	464,3416,3812,5946,4265	0,0,0,14,6	267,335,377	0,0,0	343	149
16531	390,2597,3004,4259,3396	0,2,0,0,0	162,193,262	0,0,0	343	149
16532	445,3484,4466,4796,4509	0,0,0,0,0	423,516,605	0,0,4	330	149
16533	700,4040,4925,7456,5565	4,0,16,0,0	570,484,586	0,0,0	530	149
16534	1596,12405,13945,21001,15715	0,0,0,0,1	1314,1268,1838	0,0,0	837	149
16535	20,125,215,148,139	278,2648,2611,3971,2967	7,6,8	317,258,304	200	149
16536	120,355,623,678,502	278,2648,2611,3971,2967	9,16,7	317,258,304	212	149
16537	4304,28128,31565,39581,34270	0,0,0,0,0	6751,6218,7839	0,2,6	1257	149
16538	9,88,98,87,100	0,2,1,0,0	497,306,446	2,0,0	374	149
16539	62,343,410,307,507	10,262,241,188,216	2146,938,1539	264,119,180	374	149
16540	9,88,102,87,106	0,0,0,0,0	494,298,454	0,2,0	374	149
16541	9,88,98,87,100	0,0,0,0,0	493,305,448	0,0,2	374	149
16542	121,1195,1133,1406,1294	10,262,241,188,216	309,223,296	264,119,180	620	149
16543	121,1193,1132,1406,1294	0,3,7,14,16	307,223,297	30,15,39	620	149
16544	121,1193,1132,1406,1294	53,255,312,220,407	311,233,296	1653,642,1093	620	149
16545	238,2688,3648,2837,3105	0,0,0,0,0	1560,857,1404	0,2,0	226	149
16546	228,2429,3414,2668,2911	0,0,0,0,0	1331,753,1269	1,0,1	226	149
16547	279,2681,3718,2868,3302	0,0,4,0,6	2951,1376,2320	1,2,8	226	149
16548	183,2240,3553,2937,2653	0,0,0,0,0	1480,732,1105	0,0,1	383	149
16549	659,6499,9860,7835,7346	0,0,2,0,0	4204,2216,3435	0,0,0	357	149
16550	80,224,127,98,35	0,0,0,0,0	290,56,134	2,0,2	312	149
16551	26,284,113,174,59	0,0,0,0,0	117,111,168	2,6,4	316	149
16552	8,63,32,46,11	0,14,2,6,0	18,11,47	81,45,73	289	149
16553	214,958,362,476,226	0,0,0,0,0	1365,467,694	6,9,16	530	149
16554	54,278,294,264,306	4,48,50,83,41	492,413,752	2,0,0	384	149
16555	38,195,220,199,274	21,50,11,46,42	316,276,487	0,0,0	384	149
16556	62,247,247,266,307	4,48,50,83,41	310,336,589	2,0,0	370	149
16557	46,164,173,201,275	21,50,11,46,42	134,199,324	0,0,0	370	149
16558	172,727,238,391,248	0,0,0,0,10	738,294,942	0,0,0	267	149
16559	160,692,214,409,247	21,50,11,46,42	565,159,678	0,0,0	267	149
16560	143,606,155,318,191	21,50,11,46,42	494,147,644	0,0,0	261	149
16561	143,576,146,311,186	0,0,0,0,10	518,147,678	0,0,0	261	149
16562	247,1535,1033,1532,954	8,131,20,58,30	1033,823,1284	0,0,2	263	149
16563	64,438,563,326,614	0,0,0,6,0	265,599,698	0,0,0	825	149
16564	129,922,1031,490,961	0,0,0,0,0	752,1563,1830	0,6,0	687	149
16565	26,61,61,37,18	0,0,0,0,0	51,75,84	0,6,0	557	149
16566	26,53,57,39,18	0,2,0,0,9	45,69,83	0,0,0	557	149
16567	26,53,61,43,18	0,0,0,4,0	45,73,83	0,0,0	557	149
16568	26,71,59,37,18	14,146,124,91,66	49,65,84	47,93,91	557	149
16569	26,63,55,39,18	14,133,104,117,107	43,59,83	0,2,0	557	149
16570	26,71,55,37,18	0,4,24,0,4	43,59,83	6,0,2	557	149
16571	26,63,59,43,18	0,28,27,37,44	43,63,83	0,4,0	557	149
16572	29,244,264,264,155	14,133,104,117,107	261,358,313	0,2,0	420	149
16573	85,753,532,728,468	0,4,24,0,4	633,652,629	6,0,2	2234	149
16574	303,1376,1249,1629,1640	0,0,0,4,0	970,830,894	0,0,0	2726	149
16575	317,1522,1373,1720,1706	0,28,27,37,44	1017,917,985	0,4,0	2726	149
16576	303,1384,1253,1629,1640	0,0,4,6,0	976,830,895	0,4,0	2726	149
16577	303,1376,1251,1629,1669	24,74,56,56,104	1020,893,963	113,86,84	2726	149
16578	232,819,892,1060,1335	0,0,0,4,0	405,294,373	0,0,0	815	149
16579	246,950,996,1177,1433	0,28,27,37,44	405,296,373	0,4,0	815	149
16580	232,817,892,1062,1326	0,0,4,6,0	405,294,373	0,4,0	815	149
16581	232,818,892,1060,1326	24,74,56,56,104	405,294,373	113,86,84	815	149
16582	157,403,625,554,674	0,28,27,37,44	235,173,219	0,4,0	401	149
16583	157,407,601,554,670	0,0,4,6,0	229,173,217	0,4,0	401	149
16584	157,399,601,554,670	24,74,56,56,104	231,173,217	113,86,84	401	149
16585	0,0,8,0,3	0,0,0,0,11	0,0,2	0,4,0	309	149
16587	16,88,31,125,15	0,31,3,4,0	447,10,0	25,0,0	332	149
16588	32,54,73,138,20	0,0,2,0,0	253,20,0	0,0,0	360	149
16589	30,184,127,206,56	0,2,0,0,0	843,12,0	0,0,0	540	149
16590	20,191,106,123,60	1,38,19,18,22	302,157,617	2,10,14	358	149
16591	26,299,59,132,75	0,0,1,12,4	406,225,730	0,0,0	280	149
16592	0,2,0,0,0	14,106,153,75,57	1,8,25	134,89,172	270	149
16593	41,276,199,150,81	0,0,0,0,0	514,163,441	4,0,0	511	149
16594	115,785,588,526,488	0,2,0,0,0	1398,895,1790	3,0,0	492	149
16595	71,471,339,279,272	0,2,0,0,0	1124,685,1316	3,0,0	448	149
16596	26,57,54,92,47	62,424,496,362,346	552,296,465	821,458,607	210	149
16597	73,862,327,398,283	0,1,0,0,2	159,130,193	0,6,0	797	149
16598	79,756,403,389,399	0,2,0,0,4	109,119,186	0,0,0	493	149
16599	50,590,310,287,314	0,0,4,0,0	104,100,153	0,0,0	313	149
16600	0,7,4,0,6	0,0,0,0,0	330,180,298	8,2,8	305	149
16601	0,10,13,2,0	0,0,0,0,0	186,114,218	11,2,11	267	149
16602	0,0,6,10,2	0,0,0,6,0	60,33,89	0,0,0	267	149
16603	0,4,22,4,25	0,2,0,0,0	55,23,61	0,0,0	173	149
16604	29,141,162,113,158	0,34,7,12,35	239,130,205	0,0,0	299	149
16605	27,88,166,128,108	0,0,0,0,0	182,202,314	0,2,4	315	149
16606	4,132,298,140,228	0,11,10,8,14	244,269,345	0,0,13	422	149
16607	4,14,42,32,30	0,7,14,18,14	24,39,74	3,17,19	306	149
16608	4,30,71,36,36	0,7,4,4,4	37,56,90	0,2,12	306	149
16609	4,25,18,35,24	0,7,4,4,4	7,29,31	0,2,12	270	149
16610	4,18,4,23,10	0,16,29,10,6	5,14,18	13,19,22	270	149
16611	12,60,99,70,91	0,6,0,0,0	55,116,134	0,4,0	325	149
