LOC107963986	GO:0005813,GO:0005814,GO:0005879,GO:0060271
LOC107964024	GO:0000978,GO:0000981,GO:0005634,GO:0006357
LOC107964132	GO:0003341,GO:0005929,GO:0036158
LOC107964212	GO:0018095
LOC107964236	GO:0003723
LOC107964258	GO:0005515
LOC107964319	GO:0005737,GO:0018025
LOC107964335	GO:0004930,GO:0005886,GO:0007186
LOC107964398	GO:0005471,GO:0005743,GO:0140021,GO:1990544
LOC107964502	GO:0016020,GO:0016192
LOC107964838	GO:0016799
LOC107964911	GO:0005615
LOC107964982	GO:0016020,GO:0030424,GO:0030425,GO:0043025,GO:0050909
LOC107965011	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC107965219	GO:0015232,GO:0016020,GO:0020037,GO:0055085,GO:0097037
LOC107965322	GO:0016671
LOC107965338	GO:0016020,GO:0022857,GO:0055085
LOC107965562	GO:0005515
LOC107965828	GO:0008203,GO:0009507,GO:0010277,GO:0015995,GO:0051537
LOC107965854	GO:0000444
LOC107966047	GO:0001669,GO:0031514,GO:0060271
LOC112939925	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC113218532	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0009790,GO:0009880,GO:0048619
LOC113218541	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC113218543	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC113218558	GO:0004768,GO:0005506,GO:0005789,GO:0006636
LOC113218562	GO:0004252,GO:0006508
LOC113218565	GO:0005515,GO:0005930,GO:0060271
LOC113218571	GO:0003341,GO:0005930,GO:1904158
LOC113218579	GO:0005886,GO:0038166
LOC113218582	GO:0003723,GO:0003735,GO:0005763,GO:0005840,GO:0006412
LOC113218605	GO:0003779
LOC113218616	GO:0000786,GO:0003677,GO:0006334
LOC113218647	GO:0004965,GO:0007186,GO:0007214,GO:0016020,GO:0038039
LOC113218665	GO:0003341,GO:0005929,GO:0036158
LOC113218709	GO:0003755,GO:0005515
LOC113218763	GO:0005739
LOC113218779	GO:0005515
LOC113218865	GO:0005524,GO:0007018,GO:0008569,GO:0030286,GO:0045505,GO:0051959
LOC113218867	GO:0004674,GO:0005737,GO:0005856,GO:0016459,GO:0018107,GO:0031032
LOC113218939	GO:0005515
LOC113218950	GO:0000931,GO:0005813,GO:0005819,GO:0031021,GO:0033566,GO:0051415,GO:0090307
LOC113219091	GO:0005750,GO:0006122,GO:0009055,GO:0020037
LOC113219092	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0030182
LOC113219203	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC113219228	GO:0005515
LOC113219257	GO:0008017,GO:0051225,GO:0070652,GO:1990498
LOC113219265	GO:0004252,GO:0006508
LOC113219412	GO:0008083
LOC406073	GO:0000978,GO:0000981,GO:0005634,GO:0006357
LOC406114	GO:0004556,GO:0005975,GO:0043169
LOC406118	GO:0005515,GO:0043161,GO:0080008
LOC406124	GO:0004890,GO:0005230,GO:0005254,GO:0007165,GO:0007268,GO:0016020,GO:0030594,GO:0042391,GO:0043005,GO:0045202,GO:0050877,GO:1902476
LOC406132	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC406139	GO:0005515
LOC406144	GO:0005576,GO:0042381
LOC406146	GO:0004415,GO:0005975,GO:0006952,GO:0030214
LOC406147	GO:0005515,GO:0016491
LOC406152	GO:0004301,GO:0097176
LOC408272	GO:0008028,GO:0015718,GO:0055085
LOC408278	GO:0004713,GO:0005524,GO:0006468,GO:0007169,GO:0007275,GO:0007409,GO:0033674,GO:0043235
LOC408282	GO:0004649,GO:0005634,GO:0005737,GO:0005975,GO:0006282,GO:0009225,GO:0031056,GO:1990966
LOC408284	GO:0005741,GO:0005742,GO:0008320,GO:0030150
LOC408286	GO:0004591,GO:0005739,GO:0006099,GO:0030976,GO:0045252
LOC408292	GO:0003713,GO:0005515,GO:0005634,GO:0005737,GO:0035329,GO:0045944
LOC408299	GO:0004731,GO:0005737,GO:0009116
LOC408306	GO:0006814,GO:0006885,GO:0015385,GO:0016020,GO:1902600
LOC408310	GO:0005901,GO:0060090,GO:0070836
LOC408320	GO:0005615,GO:0032504
LOC408329	GO:0005615,GO:0032504
LOC408343	GO:0005251,GO:0005515,GO:0008076,GO:0016020,GO:0051260,GO:0071805
LOC408351	GO:0000981,GO:0005634,GO:0006357,GO:0043565
LOC408354	GO:0000978,GO:0000981,GO:0005667,GO:0006357,GO:0008134
LOC408361	GO:0016020,GO:1902936
LOC408371	GO:0003676,GO:0003724,GO:0005524,GO:0005730
LOC408402	GO:0008521,GO:0016020
LOC408405	GO:0005509
LOC408411	GO:0000978,GO:0000981,GO:0006355,GO:0009653,GO:0030154
LOC408414	GO:0005884,GO:0006936,GO:0007015,GO:0051015
LOC408416	GO:0000290,GO:0000932,GO:0003729,GO:0008047,GO:0031087,GO:0043085
LOC408420	GO:0000209,GO:0005515,GO:0017148,GO:0030371,GO:0043161,GO:0046872,GO:0061630
LOC408429	GO:0005515
LOC408435	GO:0000978,GO:0000981,GO:0006357
LOC408444	GO:0003774,GO:0005515,GO:0005524,GO:0005856,GO:0016459
LOC408446	GO:0003994,GO:0005739,GO:0005829,GO:0006099,GO:0051539
LOC408449	GO:0000978,GO:0000981,GO:0005634,GO:0006357
LOC408451	GO:0005509,GO:0005886,GO:0006952,GO:0016175,GO:0042554,GO:0043020
LOC408452	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC408453	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC408455	GO:0000122,GO:0000978,GO:0001227
LOC408456	GO:0016020,GO:0022857,GO:0055085
LOC408462	GO:0005242,GO:0005886,GO:0034765,GO:1990573
LOC408463	GO:0005242,GO:0005886,GO:0034765,GO:1990573
LOC408474	GO:0000166,GO:0005886,GO:0006196,GO:0008253,GO:0046872
LOC408512	GO:0003688,GO:0005524,GO:0005664,GO:0006270,GO:0016887,GO:0033314
LOC408525	GO:0004888,GO:0007165,GO:0007268,GO:0022848,GO:0034220,GO:0042391,GO:0043005,GO:0045202,GO:0045211,GO:0050877
LOC408528	GO:0005509
LOC408532	GO:0003779,GO:0031032
LOC408539	GO:0005743,GO:0006811,GO:0015075,GO:0022889,GO:0140300
LOC408544	GO:0004720,GO:0005507,GO:0005615,GO:0016020,GO:0018057
LOC408563	GO:0000132,GO:0000242,GO:0000976,GO:0001578,GO:0005516,GO:0005815,GO:0007059,GO:0007099,GO:0008017,GO:0019901,GO:0031116,GO:0035371,GO:0043015,GO:0045893,GO:0046600,GO:0048471,GO:0090266,GO:0097431
LOC408564	GO:0004467,GO:0005324,GO:0005783,GO:0070328
LOC408572	GO:0005515
LOC408576	GO:0005250,GO:0005515,GO:0008076,GO:0016020,GO:0051260,GO:0071805
LOC408583	GO:0005884,GO:0006936,GO:0007015,GO:0051015
LOC408596	GO:0016020,GO:1902936
LOC408604	GO:0005096,GO:0006886,GO:0090630
LOC408622	GO:0004505,GO:0005506,GO:0006559,GO:0006571
LOC408643	GO:0016491
LOC408645	GO:0004970,GO:0005886,GO:0006811,GO:0035249,GO:0045211,GO:0050804,GO:1904315
LOC408646	GO:0008028,GO:0055085
LOC408649	GO:0000700,GO:0003677,GO:0005634,GO:0006285
LOC408650	GO:0005506,GO:0005737,GO:0019310,GO:0050113
LOC408664	GO:0004674,GO:0004713,GO:0005524,GO:0005634,GO:0005737,GO:0018105,GO:0018107
LOC408677	GO:0005814,GO:0005856,GO:0005879,GO:0008017,GO:0034453,GO:0036064,GO:0036126
LOC408680	GO:0005219,GO:0005515,GO:0005790,GO:0006874,GO:0030018,GO:0033017,GO:0034704,GO:0042383,GO:0070588
LOC408690	GO:0005509,GO:0030234
LOC408694	GO:0005509,GO:0005737,GO:0005884,GO:0032432,GO:0051015,GO:0051017,GO:0051639
LOC408695	GO:0005319,GO:0006869
LOC408696	GO:0005319,GO:0006869
LOC408697	GO:0005515,GO:0005737,GO:0005856,GO:0030837
LOC408699	GO:0004114,GO:0007165,GO:0070374
LOC408714	GO:0005515
LOC408715	GO:0043005
LOC408724	GO:0003729,GO:0005634,GO:0006406
LOC408727	GO:0005515
LOC408729	GO:0001641,GO:0007216,GO:0016020,GO:0051966
LOC408741	GO:0003924,GO:0005525,GO:0005768,GO:0005794
LOC408762	GO:0001510,GO:0005634,GO:0005737,GO:0008171,GO:0008173,GO:0030422,GO:0034587
LOC408779	GO:0005198,GO:0005509,GO:0005737,GO:0005856,GO:0005882,GO:0008017,GO:0016020,GO:0042060,GO:0045104
LOC408787	GO:0000030,GO:0005515,GO:0005789,GO:0035269
LOC408788	GO:0008194
LOC408792	GO:0003779,GO:0005198,GO:0005856,GO:0005886
LOC408797	GO:0005509,GO:0007160
LOC408809	GO:0003723,GO:0004143,GO:0007205,GO:0035556,GO:0046339,GO:0046834
LOC408822	GO:0000118,GO:0003714,GO:0005667,GO:0006357,GO:0016575,GO:0045892
LOC408826	GO:0002009,GO:0005509,GO:0007411,GO:0016010,GO:0016011,GO:0016203,GO:0021675,GO:0042383,GO:0043236
LOC408827	GO:0004089,GO:0005737,GO:0008270
