LOC725127	GO:0000978,GO:0000981,GO:0006357,GO:0046983
LOC725130	GO:0016020
LOC725131	GO:0000226,GO:0003779,GO:0005829,GO:0005874,GO:0005875,GO:0007409,GO:0008017,GO:0016358,GO:0030425,GO:0031114,GO:0043025,GO:0045202
LOC725134	GO:0003723,GO:0005515,GO:0005634,GO:0005737,GO:0016973
LOC725135	GO:0005789,GO:0006506
LOC725136	GO:0003676,GO:0004815,GO:0005524,GO:0005737,GO:0005739,GO:0006422
LOC725138	GO:0005829,GO:0006825,GO:0016531,GO:0046872
LOC725142	GO:0000398,GO:0000932,GO:0003723,GO:0005688,GO:0046540,GO:0071011,GO:0071013,GO:1990726
LOC725143	GO:0005730,GO:0006364,GO:0032040
LOC725144	GO:0004861,GO:0005634,GO:0051726
LOC725146	GO:0003712,GO:0005515,GO:0006357,GO:0016592,GO:0016627,GO:0042761
LOC725147	GO:0003735,GO:0005840,GO:0006412,GO:0008270,GO:0022627
LOC725149	GO:0005789,GO:0006506,GO:0051267
LOC725150	GO:0005518,GO:0005524,GO:0005737,GO:0006468,GO:0007169,GO:0007275,GO:0016462,GO:0033674,GO:0038062,GO:0043235
LOC725151	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0007275,GO:0030182
LOC725154	GO:0004252,GO:0006508
LOC725155	GO:0003723,GO:0005681,GO:0006397,GO:0048024
LOC725156	GO:0005634,GO:0005737,GO:0030433,GO:0043248,GO:0060090
LOC725158	GO:0008270,GO:0008745,GO:0009253,GO:0042834,GO:0045087
LOC725159	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC725165	GO:0005886,GO:0015250,GO:0055085
LOC725167	GO:0005739
LOC725169	GO:0004776,GO:0004896,GO:0005515,GO:0005524,GO:0005739,GO:0006099,GO:0006104,GO:0016020,GO:0042709
LOC725170	GO:0005739,GO:0033617
LOC725171	GO:0005615
LOC725173	GO:0000776,GO:0003676
LOC725178	GO:0004563,GO:0005975,GO:0006689,GO:0016020,GO:0030203
LOC725179	GO:0000828,GO:0000829,GO:0005829,GO:0006020,GO:0032958,GO:0033857
LOC725183	GO:0016409
LOC725184	GO:0000045,GO:0000421,GO:0000422,GO:0005776,GO:0005829,GO:0006995,GO:0016236,GO:0031625,GO:0050811
LOC725186	GO:0016573,GO:0035267
LOC725187	GO:0005777,GO:0035336,GO:0080019
LOC725189	GO:0003677,GO:0005515,GO:0005634,GO:0006357
LOC725190	GO:0000977,GO:0000981,GO:0005634,GO:0006357
LOC725191	GO:0000978,GO:0000981,GO:0005634,GO:0006357
LOC725192	GO:0016020
LOC725194	GO:0005737,GO:0006517,GO:0033925
LOC725196	GO:0004045
LOC725197	GO:0003729,GO:0005730,GO:0006417
LOC725200	GO:0005515,GO:0005524,GO:0016887
LOC725201	GO:0003723,GO:0003735,GO:0005762,GO:0005840,GO:0006412
LOC725204	GO:0004838,GO:0009058,GO:0009072,GO:0030170
LOC725205	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC725207	GO:0005869
LOC725208	GO:0003697,GO:0005634,GO:0006301,GO:0006513,GO:0061630,GO:0097505
LOC725209	GO:0005044,GO:0005737,GO:0016020
LOC725210	GO:0000122,GO:0003714
LOC725211	GO:0000413,GO:0003755,GO:0006457
LOC725215	GO:0016311,GO:0016791
LOC725216	GO:0003677,GO:0003899,GO:0005736,GO:0006351
LOC725218	GO:0005884,GO:0008017,GO:0008093,GO:0051015,GO:0051764
LOC725219	GO:0016020,GO:0022841,GO:0030322,GO:0071805
LOC725220	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0030154
LOC725225	GO:0007155,GO:0016020,GO:0042246
LOC725227	GO:0000245,GO:0000387,GO:0005634,GO:0032797
LOC725230	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC725234	GO:0000049,GO:0003725,GO:0005737,GO:0006450,GO:0016779
LOC725237	GO:0005615,GO:0062023
LOC725238	GO:0000786,GO:0003690,GO:0005634,GO:0006334,GO:0030261,GO:0030527,GO:0031492,GO:0045910
LOC725241	GO:0004252,GO:0005515,GO:0006508,GO:0016020
LOC725244	GO:0003924,GO:0005509,GO:0005525,GO:0005741,GO:0007005,GO:0007264
LOC725245	GO:0005164,GO:0005615,GO:0006955,GO:0016020,GO:0048018
LOC725247	GO:0002100,GO:0005634,GO:0005737,GO:0052717
LOC725248	GO:0005085,GO:0005737,GO:0005886,GO:0007264,GO:0016477,GO:0031267
LOC725250	GO:0004252,GO:0006508
LOC725251	GO:0005634,GO:0008270
LOC725252	GO:0000214,GO:0000379
LOC725253	GO:0042407,GO:0044284,GO:0061617
LOC725254	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0008270
LOC725255	GO:0005789,GO:0009922,GO:0019367,GO:0030148,GO:0034625,GO:0034626,GO:0042761
LOC725258	GO:0005783,GO:0016491
LOC725261	GO:0004089,GO:0005737,GO:0008270
LOC725263	GO:0000045,GO:0005634,GO:0005776,GO:0045893
LOC725266	GO:0006486,GO:0008250
LOC725267	GO:0001816,GO:0045944
LOC725268	GO:0003729,GO:0003735,GO:0006139,GO:0006412
LOC725269	GO:0016020
LOC725270	GO:0005634,GO:0005737,GO:0016926,GO:0070139
LOC725272	GO:0000786,GO:0003677,GO:0030527,GO:0046982
LOC725273	GO:0009897,GO:0030246,GO:0044419
LOC725274	GO:0004303,GO:0005739,GO:0006631,GO:0008209,GO:0008210
LOC725279	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0008270
LOC725281	GO:0005737,GO:0005739,GO:0006099,GO:0030060
LOC725284	GO:0004100,GO:0006035,GO:0006038,GO:0030428,GO:0071944
LOC725286	GO:0000126,GO:0001156,GO:0070898
LOC725287	GO:0000139,GO:0003756,GO:0005615,GO:0006457,GO:0016971
LOC725289	GO:0005515
LOC725290	GO:0000978,GO:0001228,GO:0005634,GO:0006357
LOC725291	GO:0003735,GO:0005763,GO:0005840,GO:0032543
LOC725294	GO:0004725,GO:0005515,GO:0006470
LOC725295	GO:0005794
LOC725299	GO:0016887
LOC725302	GO:0000981,GO:0006355,GO:0043565
LOC725303	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0048856
LOC725306	GO:0003677,GO:0005524,GO:0016887,GO:0017025,GO:0140658
LOC725308	GO:0000786,GO:0003677,GO:0030527,GO:0046982
LOC725310	GO:0005484,GO:0005886,GO:0006906,GO:0016192,GO:0019905,GO:0031201
LOC725311	GO:0005515,GO:0005634,GO:0006357
LOC725312	GO:0005868,GO:0007017,GO:0045505,GO:0051959,GO:0060271
LOC725315	GO:0005739,GO:0005747
LOC725316	GO:0006624,GO:0043231
LOC725317	GO:0000122,GO:0003714,GO:0005515,GO:0005634,GO:0070822
LOC725318	GO:0005886
LOC725320	GO:0017196,GO:0031417
LOC725323	GO:0003677,GO:0003678,GO:0005524,GO:0005634,GO:0006139,GO:0016818,GO:0032508,GO:0034085
LOC725324	GO:0003676,GO:0004527,GO:0005515,GO:0005634
LOC725325	GO:0004345,GO:0005829,GO:0006006,GO:0009051,GO:0050661
LOC725326	GO:0003723,GO:0009982,GO:0031119
LOC725327	GO:0000978,GO:0004879,GO:0008270,GO:0030154,GO:0045944,GO:0048856
LOC725328	GO:0005634,GO:0030490,GO:0030686
LOC725330	GO:0003677,GO:0006260,GO:0006271,GO:0043625
LOC725331	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
LOC725332	GO:0005643,GO:0017056
LOC725334	GO:0003352,GO:0005858,GO:0005930,GO:0060285,GO:0070286
LOC725335	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC725336	GO:0003677,GO:0005515,GO:0005634,GO:0006357
LOC725337	GO:0002098,GO:0003924,GO:0005515,GO:0005525,GO:0005737,GO:0005739,GO:0030488
LOC725341	GO:0006486,GO:0016020,GO:0016758
LOC725343	GO:0008609,GO:0008610,GO:0071949
LOC725344	GO:0000786,GO:0003677,GO:0030527,GO:0046982
LOC725345	GO:0003924,GO:0005525
LOC725346	GO:0015179,GO:0016020,GO:0035725
LOC725348	GO:0005524,GO:0005634,GO:0006298,GO:0006312,GO:0030983,GO:0032301,GO:0140664
LOC725350	GO:0000122,GO:0000978,GO:0000981,GO:0008270,GO:0045165,GO:0045944
LOC725351	GO:0004034,GO:0006006,GO:0030246,GO:0033499
LOC725352	GO:0000398,GO:0000956,GO:0003723,GO:0005688,GO:0005689,GO:0071004,GO:0071013,GO:0097526,GO:1990726
LOC725353	GO:0005121,GO:0005576,GO:0008083,GO:0008592,GO:0021556,GO:0045087
LOC725354	GO:0032589,GO:0050808
LOC725357	GO:0003723,GO:0005654,GO:0005739,GO:0005761,GO:0032543
LOC725358	GO:0005794,GO:0016020,GO:0016192,GO:0031267
LOC725359	GO:0015280,GO:0016020,GO:0035725
LOC725360	GO:0001534,GO:0005930,GO:0035082,GO:0044458,GO:0060294
LOC725361	GO:0004222,GO:0006508,GO:0030198,GO:0031012
LOC725362	GO:0005634,GO:0016274,GO:0018216
LOC725363	GO:0004452,GO:0005737,GO:0008299,GO:0009240
LOC725365	GO:0016791
LOC725366	GO:0005515,GO:0005576,GO:0009986,GO:0030182,GO:0030414
LOC725372	GO:0008408,GO:0008409
LOC725374	GO:0004708,GO:0005524,GO:0006468,GO:0051403
LOC725376	GO:0005814,GO:0034451,GO:0060271,GO:0061511
LOC725378	GO:0005525,GO:0005730
LOC725383	GO:0003735,GO:0005840,GO:0006412,GO:0022618,GO:0022625
LOC725386	GO:0001669,GO:0031514,GO:0060271
LOC725388	GO:0004386
LOC725389	GO:0000122,GO:0000978,GO:0000981,GO:0008270,GO:0045165,GO:0045944
LOC725390	GO:0005515,GO:0030318
LOC725391	GO:0005515,GO:0005576,GO:0005975,GO:0008061
LOC725393	GO:0003729,GO:0046872
LOC725394	GO:0015106,GO:0015108,GO:0015116,GO:0016020,GO:0019531,GO:0055085
LOC725395	GO:0004818,GO:0004827,GO:0005524,GO:0005737,GO:0006412,GO:0006424,GO:0006433,GO:0017101
LOC725396	GO:0003729,GO:0005634,GO:0006406
LOC725397	GO:0000209,GO:0046872,GO:0061630
LOC725400	GO:0000139,GO:0003868,GO:0005789,GO:0006572
LOC725401	GO:0000398,GO:0000932,GO:0003723,GO:0005688,GO:0033962,GO:0046540,GO:0071011,GO:0071013,GO:1990726
LOC725404	GO:0000281
LOC725405	GO:0000014,GO:0000110,GO:0000712,GO:0000724,GO:0003684,GO:0003697,GO:1901255
LOC725406	GO:0004674,GO:0005524,GO:0018105,GO:0018107,GO:0045292
LOC725407	GO:0000978,GO:0000981,GO:0005634,GO:0045944
LOC725409	GO:0000287,GO:0005737,GO:0008253
LOC725414	GO:0000786,GO:0003677,GO:0030527,GO:0046982
LOC725415	GO:0005515,GO:0051260
LOC725416	GO:0000387,GO:0000395,GO:0000398,GO:0005634,GO:0005685,GO:0008270,GO:0030627
LOC725417	GO:0016020
LOC725418	GO:0000724,GO:0000781,GO:0005662,GO:0006260,GO:0006289,GO:0035861
LOC725420	GO:0015179,GO:0016020,GO:0035725
LOC725421	GO:0005515
LOC725422	GO:0000122,GO:0000978,GO:0000981,GO:0008270,GO:0045165,GO:0045944
LOC725424	GO:0031965
LOC725427	GO:0047875,GO:0050660
LOC725432	GO:0003735,GO:0005840,GO:0006412
LOC725434	GO:0005515
LOC725435	GO:0004197,GO:0004843,GO:0005634,GO:0005829,GO:0008270,GO:0016579
LOC725436	GO:0005515,GO:0007035,GO:0043291
LOC725438	GO:0015137,GO:0015141,GO:0015746,GO:0016020,GO:0098656
LOC725441	GO:0003676,GO:0003724,GO:0005524
LOC725444	GO:0005856
LOC725450	GO:0000786,GO:0003677,GO:0030527,GO:0046982
LOC725453	GO:0005834,GO:0007200,GO:0031681,GO:0050909
LOC725455	GO:0004332,GO:0005829,GO:0006096,GO:0030388
LOC725456	GO:0015179,GO:0016020,GO:0035725
LOC725457	GO:0015280,GO:0016020,GO:0035725
LOC725458	GO:0019202
LOC725460	GO:0032589,GO:0050808
LOC725461	GO:0005515
LOC725462	GO:0005886,GO:0006820,GO:0022857,GO:0055085
LOC725465	GO:0004674,GO:0005524,GO:0005634,GO:0006468,GO:0044773
LOC725467	GO:0016567,GO:0019005,GO:0031146,GO:0031462,GO:0031625
LOC725468	GO:0005737,GO:0008270
LOC725469	GO:0000278,GO:0005524,GO:0005874,GO:0007018,GO:0008017,GO:0008574
LOC725470	GO:0005886,GO:0006820,GO:0022857,GO:0055085
LOC725473	GO:0005737
LOC725478	GO:0005737,GO:0006473,GO:0008080,GO:1905502
LOC725479	GO:0005524,GO:0007018,GO:0008569,GO:0016887,GO:0030286,GO:0045505,GO:0051959
LOC725480	GO:0005243,GO:0005886,GO:0005921
LOC725481	GO:0005515
LOC725482	GO:0016616,GO:0019752
LOC725483	GO:0016020,GO:0030424,GO:0030425,GO:0043025,GO:0050909
LOC725485	GO:0007186,GO:0008277,GO:0035556
LOC725486	GO:0000175,GO:0000288,GO:0005739
LOC725491	GO:0004376,GO:0005758,GO:0006506,GO:0016020,GO:0051751,GO:1990529
LOC725492	GO:0005768,GO:0010008,GO:0034498,GO:0035091
LOC725494	GO:0000978,GO:0001228,GO:0005634,GO:0006357,GO:0008270
LOC725495	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0051960
LOC725496	GO:0000179,GO:0005759,GO:0006391,GO:0031167,GO:0034246
LOC725498	GO:0005615,GO:0007160
LOC725500	GO:0005507,GO:0005886,GO:0006826,GO:0016491
LOC725501	GO:0000287,GO:0004170,GO:0005634,GO:0005829,GO:0006226,GO:0008418,GO:0046081,GO:0070773
LOC725502	GO:0000977,GO:0000981,GO:0006357
LOC725503	GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0010766,GO:0019869,GO:0019870,GO:0035556,GO:0050801,GO:1903288,GO:2000651
LOC725504	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0030154
LOC725505	GO:0016020,GO:0051604,GO:0072659
LOC725510	GO:0005737,GO:0015031
LOC725511	GO:0005109,GO:0005125,GO:0005576,GO:0005615,GO:0007275,GO:0030182,GO:0045165,GO:0060070
LOC725513	GO:0005243,GO:0005886,GO:0005921
LOC725515	GO:0000978,GO:0003700,GO:0005634,GO:0006357,GO:0008270
LOC725518	GO:0005737,GO:0017108,GO:0017116,GO:0071932
LOC725523	GO:0005814,GO:0005856,GO:0005879,GO:0008017,GO:0034453,GO:0036064,GO:0036126
LOC725524	GO:0005634
LOC725527	GO:0005750,GO:0006122,GO:0008121,GO:0016020,GO:0051537
LOC725529	GO:0009058,GO:0016212,GO:0030170,GO:1901605
LOC725530	GO:0005765,GO:0005886,GO:0015232,GO:0015886,GO:0020037
LOC725532	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0030182
LOC725536	GO:0005813,GO:0036064
LOC725538	GO:0005763
LOC725539	GO:0004610,GO:0005975,GO:0006048
LOC725541	GO:0005121,GO:0005576,GO:0008083,GO:0008592,GO:0021556,GO:0045087
LOC725542	GO:0005737,GO:0015031
LOC725543	GO:0005515,GO:0005615
LOC725546	GO:0005515,GO:0005737,GO:0030374,GO:0045944,GO:0080008
LOC725547	GO:0008010,GO:0062129
LOC725548	GO:0005615
LOC725550	GO:0005634,GO:0005829,GO:0010499,GO:0016504,GO:0070577,GO:0070628
LOC725551	GO:0006357,GO:0008301
LOC725552	GO:0003677,GO:0003899,GO:0005615,GO:0005886,GO:0006351,GO:0006508,GO:0008237,GO:0008241
LOC725555	GO:0002184,GO:0005829,GO:0016149,GO:0018444,GO:1990825
LOC725556	GO:0005813,GO:0005929,GO:0015631,GO:0030992,GO:0042073,GO:0060271
LOC725557	GO:0005615,GO:0031012
LOC725562	GO:0005694,GO:0006357,GO:0043035
LOC725563	GO:0005615,GO:0007165
LOC725565	GO:0005634,GO:0061630
LOC725566	GO:0005740,GO:0005749,GO:0006099,GO:0006121,GO:0016020,GO:0020037,GO:0048039
LOC725568	GO:0005634,GO:0008270
LOC725569	GO:0000139,GO:0005462,GO:0005464,GO:0005789,GO:0055085
LOC725570	GO:0005737,GO:0042981
LOC725571	GO:0005048,GO:0005784,GO:0006616,GO:0008320,GO:0016020,GO:0031204,GO:0043022
LOC725572	GO:0004521,GO:0090305
LOC725574	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0030182
LOC725575	GO:0005634,GO:0005737
LOC725576	GO:0005794,GO:0006810,GO:0016020
LOC725579	GO:0001018,GO:0003899,GO:0005515,GO:0006390,GO:0034245
LOC725580	GO:0003676,GO:0008270
LOC725581	GO:0005452,GO:0005886,GO:0006820,GO:0008509,GO:0015701,GO:0051453,GO:0055085
LOC725583	GO:0005515,GO:0005737,GO:0006897,GO:0008289,GO:0030479,GO:0051666,GO:0097320
LOC725584	GO:0005096,GO:0032007,GO:0090630
LOC725586	GO:0003676,GO:0005634,GO:0005737,GO:0006139,GO:0008408
LOC725588	GO:0007165
LOC725589	GO:0005813,GO:0005814,GO:0007098,GO:0022027,GO:1903724
LOC725590	GO:0000981,GO:0003677,GO:0006355
LOC725591	GO:0005509,GO:0005886,GO:0007157,GO:0032991,GO:0045197
LOC725592	GO:0005737,GO:0008318,GO:0018342
LOC725593	GO:0005524,GO:0007018,GO:0008569,GO:0016887,GO:0030286,GO:0045505,GO:0051959
LOC725595	GO:0005737,GO:0006886,GO:0007034
LOC725596	GO:0005634
LOC725598	GO:0005929,GO:0008017,GO:0036064
LOC725599	GO:0031462
LOC725603	GO:0005783,GO:0016409,GO:0018345
LOC725606	GO:0004252,GO:0006508
LOC725607	GO:0005634,GO:0005737
LOC725609	GO:0003714,GO:0005634,GO:0005829,GO:0070370
LOC725611	GO:0003682,GO:0003688,GO:0003697,GO:0003887,GO:0005658,GO:0006260,GO:0006272,GO:0006273,GO:0017076,GO:0019103,GO:1902975
LOC725612	GO:0005768,GO:0007032,GO:0030041,GO:0051125,GO:0071203,GO:0140285
LOC725613	GO:0004674,GO:0005515,GO:0006281
LOC725614	GO:0000978,GO:0000981,GO:0005634,GO:0005667,GO:0005737,GO:0006357,GO:0034751,GO:0046983
LOC725617	GO:0006814,GO:0015293,GO:0016020,GO:0055085
LOC725618	GO:0003714,GO:0003723,GO:0005730,GO:0006355,GO:0008134,GO:0043565
LOC725619	GO:0032589,GO:0050808
LOC725620	GO:0005739
LOC725621	GO:0004497,GO:0005506,GO:0016705,GO:0020037
LOC725623	GO:0016020,GO:0016798,GO:0031012
LOC725626	GO:0003723,GO:0005654,GO:0010468
LOC725627	GO:0004252,GO:0006508
LOC725628	GO:0005634,GO:0010485,GO:0043967,GO:0043968,GO:0043998,GO:1990189
LOC725629	GO:0000981,GO:0005634,GO:0006357,GO:0030154,GO:0043565
LOC725630	GO:0005829,GO:0007021,GO:0007023,GO:0015630,GO:0048487
LOC725632	GO:0003688,GO:0003697,GO:0005634,GO:0006260,GO:0006270,GO:0031298
LOC725633	GO:0003899,GO:0005666,GO:0005736,GO:0006351,GO:0046983
LOC725634	GO:0005102
LOC725641	GO:0000398,GO:0003723,GO:0005688,GO:0046540,GO:1990726
LOC725642	GO:0003676,GO:0003724,GO:0005524,GO:0005634,GO:0006364
LOC725645	GO:0030431,GO:0032222,GO:1903818
LOC725646	GO:0008747,GO:0008840,GO:0019262
LOC725647	GO:0003735,GO:0005840,GO:0006412
LOC725649	GO:0003341,GO:0005929,GO:0036158
LOC725653	GO:0016791
LOC725654	GO:0030308
LOC725656	GO:0003676,GO:0008270
LOC725659	GO:0003735,GO:0005739,GO:0005840,GO:0006412
LOC725661	GO:0030641,GO:0033176
LOC725662	GO:0006355,GO:0031213
LOC725665	GO:0005829,GO:0006749,GO:0017168
LOC725668	GO:0004620,GO:0006644
LOC725669	GO:0005634
LOC725670	GO:0004714,GO:0005524,GO:0006468,GO:0007169,GO:0007275,GO:0033674,GO:0043235
LOC725671	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0030154
LOC725673	GO:0004748,GO:0005524,GO:0005971,GO:0006260,GO:0009263
LOC725675	GO:0005515,GO:0005743,GO:0034551
LOC725678	GO:0005856,GO:0005885,GO:0030833,GO:0034314,GO:0051015
LOC725679	GO:0003723,GO:1990904
LOC725680	GO:0005524,GO:0005795,GO:0006891,GO:0016887,GO:0035494,GO:0043001
LOC725685	GO:0000278,GO:0000922,GO:0000923,GO:0000930,GO:0005813,GO:0007020,GO:0031122,GO:0043015,GO:0051011,GO:0051225,GO:0051321
LOC725686	GO:0005886,GO:0031267,GO:0035023
LOC725687	GO:0000724,GO:0005634,GO:0006355
LOC725688	GO:0008270
LOC725689	GO:0005794,GO:0031267,GO:0048193
LOC725690	GO:0016020
LOC725696	GO:0003677,GO:0016593,GO:1990269
LOC725697	GO:0003677,GO:0005634,GO:0006357
LOC725699	GO:0005515
LOC725700	GO:0005768,GO:0006886,GO:0030904,GO:0042147
LOC725701	GO:0005886,GO:0006820,GO:0022857,GO:0055085
LOC725704	GO:0000281,GO:0000724,GO:0005765,GO:0005813,GO:0030496,GO:0032266,GO:0032465,GO:0046872
LOC725706	GO:0005634,GO:0005667,GO:0030374,GO:0035097,GO:0045944
LOC725711	GO:0005025,GO:0005524,GO:0005886,GO:0006468,GO:0009953,GO:0030509,GO:0046332,GO:0046872,GO:0070724,GO:0071363
LOC725712	GO:0005747,GO:0006120
LOC725717	GO:0006357,GO:0035102,GO:0036353
LOC725718	GO:0005737,GO:0015629,GO:0030043,GO:0030479,GO:0048870,GO:0051014,GO:0051015
LOC725719	GO:0003677,GO:0003899,GO:0005634,GO:0005736,GO:0006351,GO:0032549
LOC725720	GO:0004714,GO:0005030,GO:0005524,GO:0006468,GO:0007169,GO:0007275,GO:0030424,GO:0033674,GO:0043121,GO:0043235,GO:1990090
LOC725724	GO:0004970,GO:0016020
LOC725725	GO:0005576,GO:0008061
LOC725734	GO:0003723,GO:0005730
LOC725736	GO:0000175,GO:0003676,GO:0005739
LOC725742	GO:0005789,GO:0070072
LOC725743	GO:0005786,GO:0006614,GO:0008312,GO:0045900
LOC725744	GO:0004843,GO:0005634,GO:0043130,GO:0071108
LOC725745	GO:0003924
LOC725747	GO:0000149,GO:0006886,GO:0007040,GO:0008021,GO:0008333,GO:0016079,GO:0031083,GO:0032418,GO:0099078,GO:2000300
LOC725748	GO:0005515
LOC725754	GO:0000977,GO:0000981,GO:0005634,GO:0045664,GO:0045944
LOC725755	GO:0003682,GO:0005730,GO:0006270
LOC725756	GO:0004565,GO:0005773,GO:0005975
LOC725757	GO:0000978,GO:0000981,GO:0006357,GO:0016602
LOC725758	GO:0007186,GO:0016020,GO:0043005
LOC725760	GO:0016020
LOC725761	GO:0000281,GO:0000776,GO:0005634,GO:0030496,GO:0032133,GO:0043539,GO:0051257,GO:0051310,GO:0071902,GO:1990385
LOC725762	GO:0005737,GO:0019901
LOC725764	GO:0005778,GO:0007031
LOC725766	GO:0005515
LOC725770	GO:0000045,GO:0000407,GO:0005737,GO:0005768,GO:0005777,GO:0006897,GO:0016020,GO:0016303,GO:0030242,GO:0034271,GO:0034272,GO:0036092,GO:0048015
LOC725774	GO:0099078
LOC725776	GO:0000978,GO:0000981,GO:0006357
LOC725780	GO:0004843,GO:0005737,GO:0006511,GO:0016579
LOC725781	GO:0000149,GO:0032456,GO:0042147,GO:1990745
LOC725782	GO:0005509,GO:0005886,GO:0030018,GO:0030036,GO:0030054,GO:0030864,GO:0042995,GO:0051015,GO:0055001
LOC725783	GO:0005515
LOC725786	GO:0004721,GO:0005515,GO:0005634
LOC725789	GO:0001919,GO:0005085,GO:0005764,GO:0007040,GO:0016197,GO:0031902,GO:0032008,GO:0042632,GO:0043410,GO:0045121,GO:0060090,GO:0071230,GO:0071986
LOC725792	GO:0005634
LOC725793	GO:0000278,GO:0000775,GO:0005634,GO:0006888,GO:0007094,GO:1990423
LOC725795	GO:0005634
LOC725796	GO:0002084,GO:0005737,GO:0008474,GO:0052689
LOC725797	GO:0005739,GO:0005747,GO:0022900,GO:0032981
LOC725798	GO:0005634,GO:0005737,GO:0007088,GO:0019901,GO:0032147,GO:0060236
LOC725800	GO:0005509
LOC725801	GO:0000700,GO:0005634,GO:0006285
LOC725803	GO:0005515,GO:0005615,GO:0031012
LOC725807	GO:0006886,GO:0030117,GO:0030122,GO:0035615,GO:0043231,GO:0072583
LOC725812	GO:0004430,GO:0005765,GO:0005768,GO:0005802,GO:0005886,GO:0007030,GO:0007032,GO:0046854
LOC725813	GO:0005576,GO:0005975,GO:0008061
LOC725816	GO:0008270,GO:0008898,GO:0009086,GO:0033528
LOC725817	GO:0004163,GO:0005524,GO:0005829,GO:0008299,GO:0019287
LOC725819	GO:0005506,GO:0005515,GO:0005518,GO:0005783,GO:0016705,GO:0030199,GO:0031418,GO:0032963
LOC725822	GO:0005634
LOC725826	GO:0005515,GO:0005524,GO:0005737,GO:0005739,GO:0016887,GO:0034605
LOC725828	GO:0005515
LOC725830	GO:0000346,GO:0000347,GO:0005515,GO:0006406
LOC725832	GO:0004553,GO:0005975,GO:0030246
LOC725834	GO:0003924,GO:0005525,GO:0005940,GO:0015630,GO:0031105,GO:0032153,GO:0060090,GO:0060271,GO:0061640
LOC725835	GO:0005634,GO:0008622,GO:0046982
LOC725837	GO:0000462,GO:0003723,GO:0005524,GO:0005622,GO:0005730
LOC725840	GO:0043005
LOC725841	GO:0005540
LOC725842	GO:0005789,GO:0009922,GO:0019367,GO:0030148,GO:0034625,GO:0034626,GO:0042761
LOC725850	GO:0008017,GO:0030165,GO:0030425,GO:0031122
LOC725854	GO:0003735,GO:0005739,GO:0005840,GO:0006412
LOC725855	GO:0032008,GO:0071230,GO:0071986
LOC725856	GO:0003924,GO:0005525
LOC725859	GO:0005634,GO:0006355
LOC725860	GO:0001786,GO:0005509,GO:0005544,GO:0014059,GO:0016020,GO:0017156,GO:0017158,GO:0019905,GO:0030276,GO:0071277
LOC725861	GO:0004984,GO:0005549,GO:0005886,GO:0007608,GO:0050911
LOC725864	GO:0003676,GO:0008270
LOC725866	GO:0003735,GO:0005739,GO:0005840,GO:0006412
LOC725867	GO:0003723,GO:0004521,GO:0005634,GO:0005737,GO:0043565
LOC725870	GO:0005515,GO:0005615,GO:0005886
LOC725871	GO:0043231
LOC725876	GO:0003908,GO:0006281
LOC725877	GO:0004089,GO:0008270
LOC725878	GO:0003729,GO:0005634,GO:0048024
LOC725879	GO:0000776,GO:0034508
LOC725880	GO:0000387,GO:0000398,GO:0003723,GO:0005685,GO:0071013
LOC725881	GO:0005743,GO:0005747,GO:0006120
LOC725883	GO:0005834,GO:0007186,GO:0031681
LOC725884	GO:0002182,GO:0003735,GO:0005840,GO:0022625
LOC725885	GO:0000978,GO:0000981,GO:0006357
LOC725886	GO:0005515
LOC725887	GO:0005049,GO:0005643,GO:0005737,GO:0006611
LOC725889	GO:0006360
LOC725891	GO:0000149,GO:0001786,GO:0005509,GO:0005544,GO:0014059,GO:0017156,GO:0017158,GO:0030276,GO:0071277
LOC725892	GO:0007155,GO:0030198,GO:0031012,GO:0050839
LOC725893	GO:0005515
LOC725894	GO:0004252,GO:0016020
LOC725895	GO:0005509,GO:0005515
LOC725896	GO:0005643,GO:0006913,GO:0008139,GO:0017056
LOC725897	GO:0000149,GO:0005484,GO:0006886,GO:0006906,GO:0012505,GO:0016020,GO:0016192,GO:0031201,GO:0048278
LOC725898	GO:0016706
LOC725899	GO:0004557,GO:0005737,GO:0009311,GO:0016139,GO:0046477
LOC725900	GO:0015297,GO:0016020,GO:1902600
LOC725901	GO:0003924,GO:0005525,GO:0005886,GO:0007165,GO:0019003
LOC725904	GO:0005801,GO:0005802,GO:0006888,GO:0030008,GO:0043087
LOC725905	GO:0000350,GO:0005682,GO:0008380,GO:0046540,GO:0071021
